id,titolo_originale,titolo,anno,genere,durata,paese,voto_medio,voto_critica,voto_pubblico,voti_totali,humor,ritmo,impegno,tensione
392,Flesh and Blood,L'amore e il sangue,1985,Avventura,123,USA,6.8,6.93,7,88,1,2,0,2
393,The Secret Agent,L'agente segreto,1936,Spionaggio,83,Gran Bretagna,7.0,7.0,7,41,1,2,2,3
395,Amore facile,Amore facile,1964,Commedia,99,Italia,3.7,3.33,4,9,2,2,0,0
398,Un amore in prima classe,Un amore in prima classe,1980,Commedia,102,Italia,3.7,3.25,4,14,1,2,0,1
399,Amore in quattro dimensioni,Amore in quattro dimensioni,1964,Commedia,110,Italia,4.4,4.0,5,9,1,2,0,0
401,Amore mio,Amore mio,1964,Sentimentale,95,Italia,5.4,5.0,6,8,0,2,1,2
402,Amore mio aiutami,Amore mio aiutami,1970,Commedia,124,Italia,5.9,5.67,6,84,3,3,2,1
404,A Message from Holly,L'amore non muore mai,1992,Drammatico,90,USA,7.0,4.0,10,3,0,1,2,0
407,Love at Large,Un amore passeggero,1990,Commedia,99,USA,6.1,6.0,6,11,2,3,1,2
412,Madeleine,L'amore segreto di Madeleine,1950,Mélo,114,Gran Bretagna,7.0,7.0,7,32,0,2,0,2
414,Romance on the High Seas,Amore sottocoperta,1948,Commedia,99,USA,6.7,7.33,6,16,3,3,0,0
415,The Little Minister,Amore tzigano,1934,Sentimentale,110,USA,6.0,6.0,6,11,1,2,2,2
416,When I Fall in Love,"Un amore, una vita",1988,Sentimentale,128,USA,5.5,6.0,5,17,0,2,1,1
421,Gli amori di Ercole,Gli amori di Ercole,1959,Mitologico,98,Italia,4.3,4.5,4,8,1,2,0,1
422,Gli amori di Manon Lescaut,Gli amori di Manon Lescaut,1954,Drammatico,92,"Italia, Francia",4.8,4.5,5,6,0,2,0,1
423,Amori di mezzo secolo,Amori di mezzo secolo,1954,Commedia,101,Italia,5.1,5.0,5,17,1,2,0,0
424,Amori in corso,Amori in corso,1989,Commedia,82,Italia,6.2,6.5,6,16,2,2,0,2
425,Amori miei,Amori miei,1978,Commedia,100,Italia,5.6,5.17,6,34,2,2,0,1
427,Amsterdamned,Amsterdamned,1988,Thriller,111,Olanda,6.7,6.7,7,59,1,3,1,4
428,Amy,Amy,1981,Drammatico,100,USA,6.0,6.0,6,3,0,2,2,2
429,Anastasia,Anastasia,1956,Commedia,105,USA,6.7,6.5,7,80,2,2,2,3
430,Anatomy of a Murder,Anatomia di un omicidio,1959,Drammatico,160,USA,8.1,8.29,8,140,1,3,3,3
431,L'anatra all'arancia,L'anatra all'arancia,1975,Commedia,110,Italia,4.9,4.62,5,76,2,1,0,0
432,Anche gli angeli mangiano fagioli,Anche gli angeli mangiano fagioli,1973,Commedia,128,Italia,6.1,5.75,7,102,2,2,1,1
433,Ghoulies Go to College,Ghoulies III - Anche i mostri vanno al college,1989,Horror,87,USA,4.6,3.5,6,5,0,2,0,2
434,"Anche se volessi lavorare, che faccio?","Anche se volessi lavorare, che faccio?",1972,Commedia,99,Italia,5.9,5.4,6,15,2,2,0,1
435,Another 48 hrs,Ancora 48 ore,1990,Poliziesco,95,USA,5.9,5.8,6,115,3,3,0,2
436,Sweet Hearts Dance,Ancora insieme,1988,Commedia,100,USA,5.7,6.0,5,4,1,2,0,2
437,"Once More, with Feeling!","Ancora una volta, con sentimento!",1960,Commedia,92,USA,6.8,6.67,7,8,3,3,1,1
438,And the Pursuit of Happiness,La ricerca della felicità,1986,Documentario,91,USA,5.3,5.0,6,5,1,1,2,0
439,Andrej Rublëv,Andrej Rublëv,1966,Drammatico,174,URSS,8.9,9.05,9,157,1,2,4,3
440,Andremo in città,Andremo in città,1966,Drammatico,95,Italia,6.3,6.33,6,6,0,2,2,2
441,Android,Android - Molto più che umano,1982,Fantascienza,80,USA,6.8,8.0,6,18,0,3,0,3
442,The Andromeda Strain,Andromeda,1971,Fantascienza,120,USA,6.8,6.64,7,89,0,2,2,3
445,Angel Heart,Angel Heart. Ascensore per l'inferno,1987,Thriller,115,USA,6.7,6.55,7,185,1,3,2,4
447,Angel,Angel Killer,1984,Thriller,89,USA,6.4,6.0,7,9,0,2,0,2
449,Angela come te,Angela come te,1988,Commedia,84,Italia,4.8,5.0,5,4,1,2,0,1
450,Pocketful of Miracles,Angeli con la pistola,1961,Commedia,136,USA,8.0,8.14,8,109,2,3,0,2
451,Hell's Angels On Wheels,Angeli dell'inferno sulle ruote,1967,Drammatico,93,USA,5.2,5.0,5,9,0,2,1,3
452,Broken Angel,Angeli inquieti,1988,Drammatico,90,USA,7.0,6.0,8,3,0,0,0,0
455,Angeli senza paradiso,Angeli senza paradiso,1970,Musicale,91,Italia,3.4,2.0,5,14,0,2,0,1
457,Angelique et le Sultan,Angelica e il Gran Sultano,1968,Avventura,99,Francia,5.8,5.5,6,13,0,2,0,1
458,El nino y el Papa,Angelino e il Papa,1986,Drammatico,95,Messico,3.5,6.0,1,3,1,2,3,1
459,An Angel at My Table,Un angelo alla mia tavola,1990,Biografico,158,"Nuova Zelanda, Australia, Gran Bretagna",7.6,7.2,8,54,1,3,4,3
461,Der Blaue Engel,L'angelo azzurro,1930,Drammatico,107,Germania,8.3,8.48,8,115,1,3,1,3
462,L'angelo bianco,L'angelo bianco,1955,Drammatico,95,Italia,6.8,6.71,7,29,0,2,2,3
464,L'angelo con la pistola,L'angelo con la pistola,1991,Poliziesco,88,Italia,3.8,3.8,4,23,0,2,1,2
465,Almost an Angel,Un angelo da quattro soldi,1990,Fantasy,95,USA,5.1,4.0,6,11,1,3,0,1
473,Black Angel,L'angelo nero,1946,Thriller,83,USA,6.9,7.17,7,24,0,1,2,1
475,Scarlet Angel,L'angelo scarlatto,1952,Avventura,81,USA,6.0,6.0,6,4,1,2,0,1
478,Gaslight,Angoscia,1944,Thriller,109,USA,7.8,7.86,8,94,2,4,3,4
480,Un'anguilla da 300 milioni,Un'anguilla da 300 milioni,1971,Thriller,105,Italia,5.5,5.25,6,10,1,1,0,1
481,A Stolen Life,L'anima e il volto,1946,Mélo,103,USA,7.0,7.22,7,40,0,2,1,2
482,"Heaven Knows, Mr.Allison",L'anima e la carne,1957,Mélo,107,USA,7.6,7.46,8,49,1,2,2,3
483,Animali metropolitani,Animali metropolitani,1987,Grottesco,84,Italia,3.7,4.2,3,23,1,2,0,0
484,Animali pazzi,Animali pazzi,1939,Commedia,72,Italia,5.5,5.5,6,23,3,3,0,0
485,Till the End of Time,Anime ferite,1946,Drammatico,105,USA,6.8,7.5,6,30,0,3,3,2
486,The Lonely Guy,Anime gemelle,1984,Commedia,86,USA,6.6,7.33,6,24,2,1,0,0
487,Possessed,Anime in delirio,1947,Mélo,108,USA,8.0,8.0,8,44,0,2,1,3
490,Walk on the Wild Side,Anime sporche,1962,Drammatico,112,USA,6.2,6.0,6,16,0,2,1,2
491,Anna Boleyn,Anna Bolena,1920,Storico,102,Germania,7.3,7.33,7,12,0,0,0,0
492,Anne of the Thousand Days,Anna dei mille giorni,1970,Storico,144,USA,6.8,7.33,6,17,0,2,2,2
493,The Miracle Worker,Anna dei miracoli,1962,Drammatico,107,USA,8.6,8.83,8,116,3,3,5,4
494,Anna and the King of Siam,Anna e il re del Siam,1946,Drammatico,128,USA,7.0,8.0,6,8,1,3,0,1
495,Anna Karenina,Anna Karenina,1947,Drammatico,123,Gran Bretagna,7.0,7.25,7,17,0,2,0,2
496,Anna Karenina,Anna Karenina,1935,Drammatico,95,USA,7.6,7.11,8,31,0,3,2,1
498,Hope and Glory,Anni '40,1987,Drammatico,98,Gran Bretagna,6.8,7.13,6,23,1,3,2,2
499,Die Bleierne Zeit,Anni di piombo,1981,Drammatico,106,Germania,7.8,7.5,8,37,0,3,4,4
500,Anni facili,Anni facili,1953,Commedia,106,Italia,7.6,7.17,8,13,2,2,1,0
501,L'argent de poche,Gli anni in tasca,1976,Commedia,104,Francia,7.8,7.89,8,86,2,3,3,1
502,Les années lumière,Gli anni luce,1981,Drammatico,110,Svizzera,7.8,8.0,8,11,1,2,3,3
505,Anni ruggenti,Anni ruggenti,1962,Commedia,110,Italia,7.8,7.69,8,74,3,2,3,1
506,Gallipoli,Gli anni spezzati,1981,Guerra,120,Australia,7.7,8.0,7,141,2,3,3,3
507,Jupiter's Darling,Annibale e la vestale,1954,Musicale,96,USA,5.9,6.0,6,5,2,2,0,1
509,Anno 2020: i gladiatori del futuro,Anno 2020: i gladiatori del futuro,1983,Fantasy,95,"Germania, Italia",4.2,4.67,4,11,1,3,0,2
510,Neon City,Anno 2053: la grande fuga,1992,Fantasy,105,USA,6.1,6.0,6,7,0,2,0,1
511,Battle for the Planet of the Apes,Anno 2670: ultimo atto,1973,Fantascienza,92,USA,6.1,5.17,7,55,0,2,0,1
512,L'année dernière à Marienbad,L'anno scorso a Marienbad,1961,Drammatico,90,Francia,7.8,8.74,7,111,0,1,4,2
513,The Year of Living Dangerously,Un anno vissuto pericolosamente,1982,Drammatico,115,Australia,7.2,7.4,7,102,1,3,3,3
514,Lonely Hearts,Annunci di morte,1991,Thriller,106,USA,8.0,6.0,10,3,1,3,0,1
515,Dying to Love You,Annunci personali,1992,Thriller,90,USA,6.5,6.0,7,3,1,2,0,2
519,"Another Time, Another Place","Another Time, Another Place",1983,Drammatico,101,Gran Bretagna,7.0,8.0,6,13,0,2,2,2
520,Antarctica,Antarctica,1983,Avventura,99,Giappone,6.7,6.43,7,31,0,2,2,2
521,L'Anticristo,L'Anticristo,1974,Horror,115,Italia,5.5,5.1,6,60,2,3,2,3
522,Die Antigone des Sophokles nach der Hölderlinschen Übertragung für die Bühne bearbeitet von Brecht 1948 (Suhrkamp Verlag),Antigone,1991,Drammatico,100,"Germania, Francia",7.6,8.5,7,7,0,1,4,2
523,L'antimiracolo,L'antimiracolo,1963,Documentario,87,Italia,7.0,7.0,7,5,0,2,4,1
524,Antologia dada e surrealista,Antologia dada e surrealista,1923,Fantasy,100,Francia,9.4,9.33,9,12,2,4,2,1
526,Antologia di Petrolini,Antologia di Petrolini,1930,Commedia,69,Italia,7.2,7.0,7,5,0,0,0,0
528,Antonio di Padova,Antonio di Padova,1949,Biografico,90,Italia,2.4,3.75,1,5,0,1,1,1
529,Antonio e Placido - Attenti ragazzi... chi rompe paga!,Antonio e Placido - Attenti ragazzi... chi rompe paga!,1975,Commedia,90,"Italia, Turchia",5.7,3.33,8,4,2,2,0,0
530,Wings of the Apache,Apache - Pioggia di fuoco,1990,Azione,86,USA,4.6,4.0,5,13,1,2,0,1
534,Una storia moderna - L'ape regina,Una storia moderna - L'ape regina,1963,Grottesco,87,Italia,7.4,7.4,7,82,4,4,3,4
535,Apocalypse domani,Apocalypse domani,1980,Horror,96,Italia,5.0,4.8,5,41,0,2,0,2
536,Apparizione,Apparizione,1944,Commedia,68,Italia,6.7,6.0,7,11,1,2,0,0
537,Bachelor Flat,L'appartamento dello scapolo,1962,Commedia,90,USA,7.8,8.0,8,3,3,3,0,1
540,Appassionatamente,Appassionatamente,1954,Drammatico,102,Italia,4.8,4.5,5,9,0,2,0,2
541,Appuntamento a Liverpool,Appuntamento a Liverpool,1988,Drammatico,99,Italia,4.9,4.5,5,22,0,2,2,2
543,Blind Date,Appuntamento al buio,1987,Commedia,96,USA,6.7,7.0,6,100,3,3,0,1
546,L'agression,Appuntamento con l'assassino,1975,Thriller,100,Francia,4.8,4.33,5,22,1,2,2,2
547,Date with an Angel,Appuntamento con un angelo,1987,Fantasy,105,USA,3.7,3.0,4,16,1,2,0,1
548,"L'appuntamento (dove, come, quando?)","L'appuntamento (dove, come, quando?)",1977,Commedia,91,Italia,4.3,4.0,5,7,1,2,0,0
550,Appuntamento in nero,Appuntamento in nero,1990,Thriller,79,Italia,3.8,2.0,6,7,0,2,0,1
552,"Yours, Mine and Ours",Appuntamento sotto il letto,1968,Commedia,111,USA,7.3,8.0,7,43,2,2,0,1
553,April in Paris,Aprile a Parigi,1952,Musicale,101,USA,5.8,6.5,5,10,1,2,0,1
554,L'aigle à deux têtes,L'aquila a due teste,1948,Drammatico,95,Francia,7.2,7.8,7,20,0,2,2,2
557,The Eagle,Aquila nera,1925,Avventura,60,USA,7.3,7.0,8,12,0,0,0,0
559,Iron Eagle II,Aquile d'attacco,1988,Guerra,103,"Canada, Israele",4.3,4.0,5,17,0,2,0,2
560,Strategic Air Commando,Aquile nell'infinito,1955,Guerra,114,USA,6.9,7.5,6,10,0,2,0,2
561,Arachnophobia,Aracnofobia,1990,Thriller,105,USA,6.6,6.82,6,84,1,2,1,3
563,L'Arcangelo,L'Arcangelo,1969,Commedia,105,Italia,5.1,4.2,6,22,2,2,0,2
565,Quentin Durward,L'arciere del re,1955,Avventura,101,Gran Bretagna,6.1,6.0,6,13,1,3,0,1
566,L'arciere di fuoco,L'arciere di fuoco,1971,Avventura,107,Italia,4.4,3.0,6,22,1,2,0,1
567,Ofelas,L'arciere di ghiaccio,1987,Avventura,87,Norvegia,7.3,7.67,7,22,1,2,2,3
569,Sword of Sherwood Forest,Gli arcieri di Sherwood,1960,Avventura,77,Gran Bretagna,5.6,5.5,6,5,2,2,0,1
570,Air Force,Arcipelago in fiamme,1943,Guerra,124,USA,7.9,7.78,8,29,1,3,3,2
571,Arch of Triumph,Arco di trionfo,1948,Drammatico,120,USA,6.7,6.57,7,28,0,2,1,3
574,Geheimcode Wildgänse,Arcobaleno selvaggio,1985,Azione,93,Italia,4.9,3.5,6,9,0,2,0,2
575,Spitfire,Argento vivo,1934,Drammatico,92,USA,5.0,4.67,5,16,0,2,0,2
576,The Argonauts,Gli argonauti,1963,Mitologico,95,USA,7.3,6.8,8,67,1,2,0,2
577,Aria,Aria,1987,Musicale,102,Gran Bretagna,6.0,6.4,6,16,1,2,1,1
578,Aria di paese,Aria di paese,1933,Commedia,63,Italia,6.3,6.0,7,3,2,2,0,0
579,L'aria serena dell'Ovest,L'aria serena dell'Ovest,1990,Commedia,115,Italia,7.6,8.33,7,44,3,3,4,2
580,A Dry White Season,Un'arida stagione bianca,1989,Drammatico,107,USA,6.7,6.6,7,51,0,2,4,2
581,Mean Dog Blues,Arizona Campo 4,1978,Drammatico,108,USA,6.5,8.0,5,3,0,2,3,3
582,Arizona Colt,Arizona Colt,1966,Western,95,Italia,5.2,5.33,5,15,0,2,0,1
583,Arizona si scatenò... e li fece fuori tutti!,Arizona si scatenò... e li fece fuori tutti!,1970,Western,102,Italia,4.6,4.5,5,13,1,2,0,1
584,Gun Glory,L'arma della gloria,1957,Western,89,USA,4.9,4.0,6,23,0,2,0,1
586,Lethal Weapon,Arma letale,1987,Azione,106,USA,7.1,7.05,7,252,1,3,0,3
587,Lethal Weapon 2,Arma letale 2,1989,Azione,114,USA,6.8,6.71,7,189,2,3,1,3
588,Dark Angel,Arma non convenzionale,1990,Azione,91,USA,5.1,4.6,6,31,0,2,0,2
590,L'armée des ombres,L'armata degli eroi,1969,Guerra,140,Francia,7.9,8.07,8,70,0,3,4,4
591,L'armata ritorna,L'armata ritorna,1983,Drammatico,105,"Francia, Italia",6.2,6.29,6,17,0,2,4,2
592,The Killing Time,Armato per uccidere,1987,Thriller,94,USA,5.3,6.0,5,4,0,2,0,2
593,Hardi! Pardaillan,Le armi della vendetta,1963,Avventura,93,Francia,5.4,6.0,5,5,0,2,0,2
594,Armiamoci e partite!,Armiamoci e partite!,1971,Commedia,106,"Italia, Francia",6.0,6.0,6,30,2,2,0,0
596,Arrangiatevi,Arrangiatevi,1959,Commedia,106,Italia,7.2,7.21,7,94,4,3,2,2
600,Arriva Dorellik,Arriva Dorellik,1967,Commedia,96,Italia,5.5,4.86,6,29,2,2,0,1
602,Meet John Doe,Arriva John Doe,1941,Commedia,135,USA,7.6,7.68,7,82,2,2,3,1
603,Arriva Sabata!...,Arriva Sabata!...,1970,Western,95,"Italia, Spagna",4.2,4.5,4,14,1,2,0,2
604,Comes a Horseman,Arriva un cavaliere libero e selvaggio,1978,Western,120,USA,6.8,6.91,7,38,0,2,1,2
605,Here Come the Girls,Arrivan le ragazze,1953,Musicale,78,USA,4.5,6.0,3,3,1,2,0,0
606,Arrivano Django e Sartana... è la fine,Arrivano Django e Sartana... è la fine,1970,Western,89,Italia,3.5,3.33,4,13,1,2,1,2
608,Arrivano i bersaglieri,Arrivano i bersaglieri,1980,Commedia,120,Italia,5.3,4.83,6,22,2,3,2,2
610,Arrivano i dollari!,Arrivano i dollari!,1957,Commedia,89,Italia,5.6,5.38,6,47,2,2,0,0
611,Flodder,Arrivano i Flodder,1986,Commedia,108,Olanda,5.8,6.0,6,8,0,0,0,0
612,Arrivano i Gatti,Arrivano i Gatti,1980,Commedia,95,Italia,5.1,4.75,5,58,2,2,0,0
613,Arrivano i miei,Arrivano i miei,1983,Commedia,95,Italia,3.9,3.33,4,11,2,1,0,1
614,Arrivano i nostri,Arrivano i nostri,1951,Commedia,112,Italia,5.5,5.5,6,10,2,3,0,1
615,Arrivano i Titani,Arrivano i Titani,1962,Mitologico,110,Italia,7.1,6.57,8,65,2,3,0,0
617,"Arise, My Love",Arrivederci in Francia,1940,Avventura,118,USA,7.0,7.0,7,5,2,2,0,1
619,Au revoir les enfants,Arrivederci ragazzi,1987,Drammatico,103,Francia,7.8,8.0,8,171,1,2,4,3
624,Arsenic and Old Lace,Arsenico e vecchi merletti,1944,Commedia,113,USA,8.1,8.14,8,226,4,4,2,2
625,Rembrandt,L'arte e gli amori di Rembrandt,1937,Biografico,85,Gran Bretagna,7.6,7.33,8,9,2,2,1,1
626,Tiger Claws,Copgirl - Artigli di tigre,1991,Azione,88,USA,5.5,4.0,7,3,0,0,0,0
627,Arthur,Arturo,1981,Commedia,97,USA,6.5,6.55,7,49,3,2,0,1
628,De Lift,L'ascensore,1983,Horror,98,Olanda,6.4,6.67,6,72,1,3,1,3
629,Nightmare on the 13th Floor,Ascensore per l'inferno,1990,Thriller,120,USA,7.6,7.0,8,10,3,3,2,3
631,Classe tous risques,Asfalto che scotta,1960,Noir,110,"Francia, Italia",7.6,7.67,8,68,0,2,1,3
632,Ashanti,Ashanti,1979,Avventura,118,"USA, Svizzera",4.5,3.67,5,20,1,2,2,2
633,Asilo di polizia,Asilo di polizia,1986,Commedia,93,Italia,3.8,4.0,4,7,1,1,0,0
634,"Wait Until Spring, Bandini",...Aspetta primavera Bandini,1989,Commedia,105,"Italia, Belgio, Francia, USA",4.8,4.0,6,15,1,2,0,0
637,Wyoming Mail,Assalto al treno postale,1950,Avventura,87,USA,6.0,6.0,6,4,0,0,0,0
638,Assassination,Assassination,1986,Azione,89,USA,4.8,5.0,5,19,0,3,0,1
646,Le hasard et la violence,Assassinio al sole,1973,Thriller,85,Francia,4.0,4.0,4,4,0,2,0,1
648,The Mirror Crack'd,Assassinio allo specchio,1980,Thriller,108,"Gran Bretagna, USA",5.7,5.33,6,58,1,2,0,2
649,The Murder of Mary Phagan,L'assassinio di Mary Phagan,1988,Drammatico,250,USA,6.5,6.0,7,3,0,2,0,2
651,The Killing of Sister George,L'assassinio di Sister George,1968,Drammatico,138,USA,7.3,7.33,7,35,2,3,3,2
653,Secret Sins of the Father,Assassinio in famiglia,1994,Drammatico,100,USA,8.5,8.0,9,3,0,2,1,3
655,The Eiger Sanction,Assassinio sull'Eiger,1975,Spionaggio,129,USA,6.2,6.15,6,90,3,3,1,3
657,L'assassin habite... au 21,L'assassino abita al 21,1942,Poliziesco,84,Francia,7.5,7.5,8,40,3,3,2,3
661,The Green Man,Assassino di fiducia,1956,Commedia,80,Gran Bretagna,7.5,7.5,8,6,2,2,0,2
662,The Stone Killer,L'assassino di pietra,1973,Azione,95,USA,6.0,6.2,6,36,1,2,1,2
665,Friday the 13th: Part 2,L'assassino ti siede accanto,1981,Horror,87,USA,6.6,7.0,6,58,0,2,0,3
669,L'assedio dell'Alcazar,L'assedio dell'Alcazar,1940,Guerra,112,"Italia, Spagna",6.0,5.8,6,9,1,3,2,3
672,Assicurasi vergine,Assicurasi vergine,1967,Grottesco,97,Italia,2.3,2.0,3,10,2,2,0,1
673,L'assistente sociale tutto pepe,L'assistente sociale tutto pepe,1981,Commedia,91,Italia,4.0,4.0,4,15,1,0,0,0
674,Asso,Asso,1981,Commedia,95,Italia,5.2,4.83,6,98,3,1,0,0
675,Ace in the Hole,L'asso nella manica,1951,Drammatico,112,USA,8.5,8.3,9,182,2,3,3,3
676,The Card,Asso pigliatutto,1952,Commedia,91,Gran Bretagna,7.6,8.0,7,11,2,3,0,2
677,True Confessions,L'assoluzione,1981,Drammatico,103,USA,6.8,7.18,6,62,1,2,2,3
679,Asterix et le coup de menhir,Asterix e la grande guerra,1989,Animazione,81,Francia,6.8,6.67,7,37,3,3,0,0
680,The Quatermass Experiment,L'astronave atomica del Dott. Quatermass,1955,Fantascienza,82,Gran Bretagna,7.3,7.5,7,38,0,2,1,3
681,Atlantide,L'atlantide,1921,Avventura,126,"Francia, Belgio",7.5,7.5,8,4,0,2,1,3
682,Atlantis,Atlantis - Le creature del mare,1991,Documentario,78,Francia,6.1,5.67,7,14,0,2,3,0
683,The Atomic Cafe,Atomic cafè,1982,Documentario,92,USA,7.6,7.67,8,17,0,2,3,0
684,Raid on Rommel,Attacco a Rommel,1971,Guerra,104,USA,4.7,4.0,5,14,0,2,1,1
685,Gog,Attacco alla base spaziale U.S.,1954,Fantascienza,80,USA,5.8,6.0,6,7,0,0,0,0
686,Attack on the Iros Coast,Attacco alla Costa di Ferro,1968,Guerra,90,Gran Bretagna,4.3,4.0,5,3,0,0,0,0
687,North Sea Hijack,Attacco: Piattaforma Jennifer,1979,Avventura,93,Gran Bretagna,6.3,7.0,6,25,0,2,0,2
690,Sailor Beware,Attente ai marinai!,1951,Commedia,108,USA,6.8,6.67,7,9,3,3,0,0
691,The Persuaders: London Conspiracy,Attenti a quei due... chiamate Londra,1971,Thriller,110,Gran Bretagna,6.4,6.0,7,7,0,0,0,0
692,Grand Theft Auto,Attenti a quella pazza Rolls Royce,1977,Commedia,105,USA,5.9,6.67,5,16,2,2,1,1
693,Attenti al buffone!,Attenti al buffone!,1975,Drammatico,110,Italia,4.5,4.29,5,29,3,2,3,2
694,The Object of Beauty,Attenti al ladro!,1990,Commedia,102,Gran Bretagna,5.5,6.0,5,8,2,2,0,1
695,L'attico,L'attico,1962,Commedia,95,"Italia, Francia",5.4,5.0,6,10,2,2,0,1
696,Attila,Attila,1953,Avventura,100,Italia,5.0,4.33,6,19,0,2,0,1
698,Dead Poets Society,L'attimo fuggente,1989,Drammatico,129,USA,7.6,7.3,8,510,2,3,3,3
699,Atto di dolore,Atto di dolore,1990,Drammatico,108,"Italia, Francia",3.6,2.67,5,14,0,2,1,2
700,Total Recall,Atto di forza,1990,Fantascienza,109,USA,7.1,7.13,7,321,1,3,1,3
702,Fatal Attraction,Attrazione fatale,1987,Drammatico,120,USA,6.9,7.0,7,175,0,2,1,3
706,Auguri e figli maschi,Auguri e figli maschi,1951,Commedia,90,Italia,2.5,2.0,3,3,1,2,0,1
707,Australia,Australia,1989,Drammatico,118,"Francia, Svizzera, Belgio",6.1,6.0,6,8,0,2,0,2
708,The Shout,L'australiano,1978,Drammatico,82,Gran Bretagna,7.8,8.18,7,86,0,3,3,3
710,Delusion,Autostop per l'inferno,1990,Thriller,100,USA,6.8,8.0,6,3,0,3,1,3
711,Avalanche Express,Avalanche Express,1979,Spionaggio,85,USA,4.6,5.0,4,20,0,2,0,2
712,Avanti c'è posto!,Avanti c'è posto!,1942,Commedia,82,Italia,6.8,6.88,7,34,2,2,0,2
717,The Ewok Adventure,L'avventura degli Ewoks,1984,Fantascienza,100,USA,5.4,6.0,5,13,0,2,0,0
718,The Poseidon Adventure,L'avventura del Poseidon,1972,Catastrofico,118,USA,7.0,6.64,7,94,0,2,2,4
720,The Divorce of Lady X,L'avventura di Lady X,1938,Commedia,92,Gran Bretagna,7.8,8.0,8,8,2,2,0,1
723,Un'avventura di Salvator Rosa,Un'avventura di Salvator Rosa,1940,Avventura,96,Italia,6.8,6.67,7,12,1,2,1,2
724,"L'aventure, c'est l'aventure",L'avventura è l'avventura,1972,Commedia,123,Francia,6.4,5.71,7,21,2,3,0,1
725,Desperate Journey,L'avventura impossibile,1942,Guerra,107,USA,7.2,7.0,7,11,0,2,2,2
726,Harem Holiday,Avventura in Oriente,1965,Musicale,76,USA,6.5,3.0,10,3,1,2,0,0
729,The Wonderful World of the Brothers Grimm,Avventura nella fantasia,1964,Biografico,135,USA,7.0,6.67,7,10,2,3,1,3
733,Alice's Adventures in Wonderland,Le avventure di Alice nel paese delle meraviglie,1972,Fantasy,96,Gran Bretagna,4.0,4.0,4,3,0,2,1,1
735,The Adventures of Don Juan,Le avventure di Don Giovanni,1949,Avventura,110,USA,7.3,7.5,7,12,1,3,0,2
736,The Adventures of Gérard,Le avventure di Gérard,1970,Commedia,90,Gran Bretagna,5.8,5.5,6,5,1,2,1,1
738,The Adventures of Huckleberry Finn,Le avventure di Huck Finn,1960,Avventura,107,USA,6.7,7.0,6,24,2,3,0,2
739,Le avventure di Mandrin,Le avventure di Mandrin,1952,Avventura,95,"Italia, Francia",5.3,5.33,5,9,0,2,0,1
740,Le avventure di Mary Read,Le avventure di Mary Read,1961,Avventura,89,"Italia, Francia",3.6,4.0,3,11,1,2,0,2
741,Mister Cory,Le avventure di Mister Cory,1957,Drammatico,92,USA,7.5,8.0,7,5,1,3,3,2
742,Oliver Twist,Le avventure di Oliver Twist,1948,Drammatico,116,Gran Bretagna,7.9,7.91,8,31,0,2,2,3
744,Le avventure di Pinocchio,Le avventure di Pinocchio,1947,Fantasy,100,Italia,5.9,5.0,7,13,1,2,0,1
745,The New Adventures of Pippi Longstocking,Le nuove avventure di Pippi Calzelunghe,1988,Avventura,97,USA,4.1,5.0,3,7,3,3,2,1
748,Below Zero,Le avventure di Stanlio e Ollio,1930,Commedia,80,USA,7.3,7.0,8,19,0,0,0,0
750,Omar Khayyam,Le avventure e gli amori di Omar Khayyam,1956,Avventura,101,USA,4.2,4.0,4,4,0,2,0,1
752,L'avventuriera del piano di sopra,L'avventuriera del piano di sopra,1941,Commedia,80,Italia,5.4,4.25,7,15,2,2,0,1
755,High Road to China,Avventurieri ai confini del mondo,1982,Avventura,103,"USA, Jugoslavia, Hong Kong",5.8,6.0,6,28,0,2,1,1
756,Only Angels Have Wings,Avventurieri dell'aria,1939,Drammatico,121,USA,8.1,8.27,8,56,3,4,3,3
757,Allan Quatermain and the Lost City of Gold,Gli avventurieri della città perduta,1987,Avventura,93,USA,5.3,5.0,6,13,1,2,0,1
758,Plymouth Adventure,Gli avventurieri di Plymouth,1952,Avventura,105,USA,6.2,6.0,6,13,1,2,1,1
759,Dodge City,Gli avventurieri,1939,Western,104,USA,6.8,6.83,7,37,1,3,1,2
761,L'avventuriero,L'avventuriero,1967,Avventura,105,Italia,6.0,6.0,6,11,1,2,0,1
762,Tendre voyou,Un avventuriero a Tahiti,1966,Commedia,97,"Francia, Italia",5.6,5.0,6,7,2,2,0,1
763,L'avventuriero della Tortuga,L'avventuriero della Tortuga,1965,Avventura,91,"Italia, Germania",4.0,4.0,4,3,0,2,0,2
764,Escape to Burma,L'avventuriero di Burma,1955,Avventura,75,USA,7.8,8.0,8,3,0,3,1,3
765,Macao,L'avventuriero di Macao,1952,Poliziesco,81,USA,6.7,7.0,6,39,0,2,0,3
766,The Return of Bad Men,Gli avvoltoi,1948,Western,90,USA,6.0,6.0,6,15,0,2,1,2
767,Two Mules for Sister Sarah,Gli avvoltoi hanno fame,1970,Western,114,USA,7.3,7.36,7,91,2,2,1,2
768,Azzurro profondo,Azzurro profondo,1992,Avventura,95,Italia,4.5,6.0,3,3,0,2,2,2
770,Baby Doll,Baby Doll - La bambola viva,1956,Drammatico,114,USA,6.9,6.4,7,29,0,2,1,3
